"Subject","Trial","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Matching","RT_ms","RT_sec","ACC"
995543664,39,"self","Self","Self","Nonmatching",595,0.595,1
995543664,41,"friend","Friend","Close","Matching",836,0.836,0
995543664,43,"self","Self","Self","Nonmatching",863,0.863,1
995543664,45,"self","Self","Self","Nonmatching",1023,1.023,1
995543664,47,"friend","Friend","Close","Nonmatching",982,0.982,1
995543664,49,"self","Self","Self","Matching",792,0.792,1
995543664,51,"self","Self","Self","Matching",687,0.687,1
995543664,53,"self","Self","Self","Nonmatching",618,0.618,1
995543664,55,"self","Self","Self","Matching",696,0.696,1
995543664,57,"self","Self","Self","Matching",658,0.658,1
995543664,59,"friend","Friend","Close","Nonmatching",509,0.509,1
995543664,61,"self","Self","Self","Nonmatching",950,0.95,1
995543664,63,"friend","Friend","Close","Nonmatching",885,0.885,1
995543664,65,"self","Self","Self","Matching",882,0.882,1
995543664,67,"friend","Friend","Close","Matching",815,0.815,0
995543664,69,"friend","Friend","Close","Nonmatching",892,0.892,1
995543664,71,"friend","Friend","Close","Matching",869,0.869,0
995543664,73,"self","Self","Self","Nonmatching",1165,1.165,1
995543664,75,"friend","Friend","Close","Matching",926,0.926,1
995543664,77,"self","Self","Self","Nonmatching",1010,1.01,1
995543664,79,"self","Self","Self","Matching",991,0.991,1
995543664,81,"self","Self","Self","Nonmatching",796,0.796,1
995543664,83,"friend","Friend","Close","Matching",986,0.986,0
995543664,85,"self","Self","Self","Nonmatching",932,0.932,1
995543664,87,"friend","Friend","Close","Matching",367,0.367,1
995543664,89,"self","Self","Self","Nonmatching",696,0.696,1
995543664,91,"self","Self","Self","Nonmatching",721,0.721,1
995543664,93,"self","Self","Self","Nonmatching",760,0.76,1
995543664,95,"self","Self","Self","Matching",804,0.804,1
995543664,97,"friend","Friend","Close","Matching",738,0.738,0
995543664,99,"self","Self","Self","Matching",963,0.963,1
995543664,101,"friend","Friend","Close","Nonmatching",917,0.917,1
995543664,103,"friend","Friend","Close","Nonmatching",921,0.921,1
995543664,105,"self","Self","Self","Nonmatching",1038,1.038,1
995543664,107,"self","Self","Self","Matching",869,0.869,1
995543664,109,"self","Self","Self","Matching",1067,1.067,1
995543664,111,"self","Self","Self","Matching",1142,1.142,1
995543664,113,"self","Self","Self","Nonmatching",828,0.828,1
995543664,115,"friend","Friend","Close","Matching",1065,1.065,1
995543664,117,"friend","Friend","Close","Matching",908,0.908,1
995543664,119,"self","Self","Self","Nonmatching",954,0.954,1
995543664,121,"self","Self","Self","Matching",930,0.93,1
995543664,123,"self","Self","Self","Matching",1034,1.034,1
995543664,125,"self","Self","Self","Nonmatching",948,0.948,0
995543664,127,"self","Self","Self","Nonmatching",1048,1.048,1
995543664,129,"self","Self","Self","Nonmatching",1036,1.036,1
995543664,131,"self","Self","Self","Matching",1148,1.148,1
995543664,133,"friend","Friend","Close","Nonmatching",898,0.898,1
995543664,135,"friend","Friend","Close","Nonmatching",998,0.998,1
995543664,137,"self","Self","Self","Matching",855,0.855,1
995543664,139,"friend","Friend","Close","Nonmatching",845,0.845,1
995543664,141,"self","Self","Self","Nonmatching",867,0.867,1
995543664,143,"friend","Friend","Close","Matching",935,0.935,0
995543664,145,"self","Self","Self","Nonmatching",1092,1.092,1
995543664,147,"self","Self","Self","Nonmatching",974,0.974,1
995543664,149,"friend","Friend","Close","Matching",874,0.874,1
995543664,151,"friend","Friend","Close","Matching",1465,1.465,0
995543664,153,"friend","Friend","Close","Nonmatching",1043,1.043,0
995543664,155,"friend","Friend","Close","Matching",1152,1.152,0
995543664,157,"friend","Friend","Close","Matching",965,0.965,1
995543664,159,"friend","Friend","Close","Matching",855,0.855,1
995543664,161,"self","Self","Self","Nonmatching",1018,1.018,1
995543664,163,"friend","Friend","Close","Matching",1065,1.065,1
995543664,165,"self","Self","Self","Nonmatching",1192,1.192,1
995543664,167,"friend","Friend","Close","Nonmatching",921,0.921,1
995543664,169,"friend","Friend","Close","Nonmatching",1000,1,1
995543664,171,"friend","Friend","Close","Nonmatching",1019,1.019,1
995543664,173,"self","Self","Self","Matching",1206,1.206,1
995543664,175,"self","Self","Self","Matching",986,0.986,0
995543664,177,"self","Self","Self","Nonmatching",1290,1.29,1
995543664,179,"friend","Friend","Close","Matching",1190,1.19,1
995543664,181,"friend","Friend","Close","Nonmatching",1091,1.091,1
995543664,183,"self","Self","Self","Matching",1512,1.512,1
995543664,185,"friend","Friend","Close","Matching",1127,1.127,0
995543664,187,"friend","Friend","Close","Matching",1053,1.053,1
995543664,189,"friend","Friend","Close","Nonmatching",973,0.973,1
995543664,191,"friend","Friend","Close","Matching",1554,1.554,1
995543664,193,"self","Self","Self","Matching",1070,1.07,1
995543664,195,"friend","Friend","Close","Nonmatching",860,0.86,1
995543664,197,"self","Self","Self","Matching",893,0.893,1
995543664,199,"self","Self","Self","Matching",653,0.653,1
995543664,201,"self","Self","Self","Nonmatching",590,0.59,1
995543664,203,"self","Self","Self","Matching",690,0.69,1
995543664,205,"self","Self","Self","Nonmatching",789,0.789,1
995543664,207,"friend","Friend","Close","Matching",881,0.881,0
995543664,209,"friend","Friend","Close","Nonmatching",633,0.633,1
995543664,211,"self","Self","Self","Nonmatching",977,0.977,1
995543664,213,"self","Self","Self","Matching",655,0.655,1
995543664,215,"friend","Friend","Close","Nonmatching",844,0.844,1
995543664,217,"friend","Friend","Close","Matching",851,0.851,1
995543664,219,"self","Self","Self","Nonmatching",862,0.862,1
995543664,221,"self","Self","Self","Matching",798,0.798,1
995543664,223,"friend","Friend","Close","Matching",812,0.812,1
995543664,225,"self","Self","Self","Matching",1008,1.008,1
995543664,227,"friend","Friend","Close","Matching",917,0.917,0
995543664,229,"self","Self","Self","Nonmatching",749,0.749,1
995543664,231,"friend","Friend","Close","Nonmatching",726,0.726,1
995543664,233,"friend","Friend","Close","Matching",1128,1.128,1
995543664,235,"friend","Friend","Close","Matching",1136,1.136,1
995543664,237,"friend","Friend","Close","Nonmatching",1149,1.149,1
995543664,239,"friend","Friend","Close","Nonmatching",863,0.863,1
995543666,1,"friend","Friend","Close","Matching",913,0.913,1
995543666,3,"friend","Friend","Close","Nonmatching",653,0.653,1
995543666,5,"self","Self","Self","Matching",483,0.483,1
995543666,7,"self","Self","Self","Nonmatching",778,0.778,1
995543666,9,"self","Self","Self","Matching",833,0.833,1
995543666,11,"friend","Friend","Close","Matching",478,0.478,0
995543666,13,"self","Self","Self","Matching",654,0.654,1
995543666,15,"friend","Friend","Close","Matching",629,0.629,1
995543666,17,"self","Self","Self","Nonmatching",666,0.666,1
995543666,19,"self","Self","Self","Matching",944,0.944,1
995543666,21,"self","Self","Self","Nonmatching",711,0.711,1
995543666,23,"self","Self","Self","Matching",563,0.563,1
995543666,25,"self","Self","Self","Nonmatching",681,0.681,1
995543666,27,"self","Self","Self","Nonmatching",823,0.823,1
995543666,29,"friend","Friend","Close","Nonmatching",805,0.805,1
995543666,31,"friend","Friend","Close","Matching",678,0.678,1
995543666,33,"friend","Friend","Close","Nonmatching",602,0.602,1
995543666,35,"self","Self","Self","Nonmatching",1104,1.104,1
995543666,37,"self","Self","Self","Nonmatching",816,0.816,1
995543666,39,"friend","Friend","Close","Matching",707,0.707,1
995543666,41,"self","Self","Self","Matching",768,0.768,1
995543666,43,"friend","Friend","Close","Nonmatching",617,0.617,1
995543666,45,"self","Self","Self","Nonmatching",683,0.683,1
995543666,47,"friend","Friend","Close","Nonmatching",762,0.762,1
995543666,49,"self","Self","Self","Nonmatching",653,0.653,1
995543666,51,"friend","Friend","Close","Matching",519,0.519,1
995543666,53,"friend","Friend","Close","Matching",535,0.535,1
995543666,55,"friend","Friend","Close","Nonmatching",426,0.426,1
995543666,57,"self","Self","Self","Nonmatching",755,0.755,1
995543666,59,"friend","Friend","Close","Matching",788,0.788,1
995543666,61,"self","Self","Self","Nonmatching",573,0.573,1
995543666,63,"friend","Friend","Close","Matching",636,0.636,1
995543666,65,"friend","Friend","Close","Matching",692,0.692,1
995543666,67,"friend","Friend","Close","Nonmatching",502,0.502,1
995543666,69,"friend","Friend","Close","Nonmatching",657,0.657,1
995543666,71,"friend","Friend","Close","Matching",734,0.734,1
995543666,73,"friend","Friend","Close","Nonmatching",560,0.56,1
995543666,75,"self","Self","Self","Nonmatching",591,0.591,1
995543666,77,"friend","Friend","Close","Nonmatching",712,0.712,1
995543666,79,"self","Self","Self","Matching",358,0.358,1
995543666,81,"self","Self","Self","Nonmatching",590,0.59,1
995543666,83,"self","Self","Self","Matching",576,0.576,1
995543666,85,"self","Self","Self","Nonmatching",475,0.475,1
995543666,87,"friend","Friend","Close","Matching",562,0.562,1
995543666,89,"friend","Friend","Close","Nonmatching",549,0.549,1
995543666,91,"friend","Friend","Close","Nonmatching",621,0.621,1
995543666,93,"friend","Friend","Close","Matching",396,0.396,1
995543666,95,"friend","Friend","Close","Nonmatching",403,0.403,1
995543666,97,"friend","Friend","Close","Matching",721,0.721,1
995543666,99,"friend","Friend","Close","Matching",463,0.463,1
995543666,101,"friend","Friend","Close","Matching",419,0.419,1
995543666,103,"friend","Friend","Close","Matching",352,0.352,1
995543666,105,"friend","Friend","Close","Matching",265,0.265,1
995543666,107,"friend","Friend","Close","Matching",427,0.427,1
995543666,109,"self","Self","Self","Nonmatching",462,0.462,1
995543666,111,"friend","Friend","Close","Matching",457,0.457,1
995543666,113,"self","Self","Self","Matching",596,0.596,1
995543666,115,"self","Self","Self","Matching",458,0.458,1
995543666,117,"friend","Friend","Close","Matching",505,0.505,0
995543666,119,"friend","Friend","Close","Nonmatching",774,0.774,1
995543666,121,"self","Self","Self","Matching",693,0.693,1
995543666,123,"friend","Friend","Close","Nonmatching",578,0.578,1
995543666,125,"self","Self","Self","Matching",511,0.511,0
995543666,127,"friend","Friend","Close","Matching",756,0.756,1
995543666,129,"friend","Friend","Close","Nonmatching",601,0.601,1
995543666,131,"self","Self","Self","Matching",643,0.643,1
995543666,133,"friend","Friend","Close","Nonmatching",582,0.582,1
995543666,135,"self","Self","Self","Nonmatching",555,0.555,1
995543666,137,"friend","Friend","Close","Nonmatching",682,0.682,1
995543666,139,"self","Self","Self","Matching",439,0.439,1
995543666,141,"friend","Friend","Close","Nonmatching",433,0.433,1
995543666,143,"self","Self","Self","Matching",560,0.56,1
995543666,145,"self","Self","Self","Nonmatching",363,0.363,1
995543666,147,"friend","Friend","Close","Nonmatching",530,0.53,1
995543666,149,"self","Self","Self","Matching",490,0.49,1
995543666,151,"friend","Friend","Close","Matching",666,0.666,1
995543666,153,"friend","Friend","Close","Matching",450,0.45,1
995543666,155,"friend","Friend","Close","Nonmatching",487,0.487,1
995543666,157,"friend","Friend","Close","Nonmatching",507,0.507,0
995543666,159,"self","Self","Self","Matching",587,0.587,1
995543666,161,"self","Self","Self","Nonmatching",496,0.496,1
995543666,163,"friend","Friend","Close","Nonmatching",672,0.672,1
995543666,165,"self","Self","Self","Nonmatching",742,0.742,0
995543666,167,"self","Self","Self","Nonmatching",919,0.919,1
995543666,169,"self","Self","Self","Nonmatching",353,0.353,1
995543666,171,"self","Self","Self","Nonmatching",350,0.35,1
995543666,173,"self","Self","Self","Nonmatching",323,0.323,1
995543666,175,"self","Self","Self","Matching",439,0.439,1
995543666,177,"friend","Friend","Close","Nonmatching",619,0.619,1
995543666,179,"self","Self","Self","Nonmatching",804,0.804,1
995543666,181,"self","Self","Self","Matching",501,0.501,1
995543666,183,"self","Self","Self","Matching",517,0.517,1
995543666,185,"self","Self","Self","Matching",430,0.43,1
995543666,187,"self","Self","Self","Matching",373,0.373,1
995543666,189,"friend","Friend","Close","Matching",341,0.341,0
995543666,191,"friend","Friend","Close","Matching",692,0.692,1
995543666,193,"friend","Friend","Close","Nonmatching",454,0.454,1
995543666,195,"self","Self","Self","Nonmatching",556,0.556,1
995543666,197,"friend","Friend","Close","Nonmatching",611,0.611,1
995543666,199,"self","Self","Self","Matching",586,0.586,1
995543666,201,"self","Self","Self","Matching",457,0.457,1
995543666,203,"friend","Friend","Close","Nonmatching",624,0.624,1
995543666,205,"self","Self","Self","Nonmatching",574,0.574,1
995543666,207,"self","Self","Self","Matching",483,0.483,1
995543666,209,"friend","Friend","Close","Matching",777,0.777,1
995543666,211,"self","Self","Self","Matching",569,0.569,1
995543666,213,"self","Self","Self","Nonmatching",677,0.677,0
995543666,215,"friend","Friend","Close","Nonmatching",507,0.507,1
995543666,217,"self","Self","Self","Matching",649,0.649,1
995543666,219,"friend","Friend","Close","Matching",693,0.693,1
995543666,221,"self","Self","Self","Matching",492,0.492,1
995543666,223,"friend","Friend","Close","Matching",487,0.487,1
995543666,225,"friend","Friend","Close","Nonmatching",463,0.463,1
995543666,227,"self","Self","Self","Matching",602,0.602,1
995543666,229,"self","Self","Self","Nonmatching",500,0.5,1
995543666,231,"self","Self","Self","Nonmatching",740,0.74,1
995543666,233,"friend","Friend","Close","Matching",549,0.549,0
995543666,235,"self","Self","Self","Nonmatching",634,0.634,1
995543666,237,"friend","Friend","Close","Nonmatching",863,0.863,1
995543666,239,"self","Self","Self","Matching",493,0.493,1
995543668,1,"friend","Friend","Close","Matching",1097,1.097,1
995543668,3,"friend","Friend","Close","Matching",687,0.687,1
995543668,5,"friend","Friend","Close","Nonmatching",599,0.599,1
995543668,7,"self","Self","Self","Nonmatching",599,0.599,1
995543668,9,"friend","Friend","Close","Nonmatching",918,0.918,1
995543668,11,"self","Self","Self","Matching",397,0.397,1
995543668,13,"friend","Friend","Close","Matching",569,0.569,0
995543668,15,"self","Self","Self","Nonmatching",867,0.867,1
995543668,17,"friend","Friend","Close","Matching",882,0.882,1
995543668,19,"friend","Friend","Close","Nonmatching",957,0.957,1
995543668,21,"self","Self","Self","Matching",469,0.469,1
995543668,23,"friend","Friend","Close","Nonmatching",804,0.804,1
995543668,25,"friend","Friend","Close","Nonmatching",699,0.699,1
995543668,27,"friend","Friend","Close","Matching",747,0.747,1
995543668,29,"friend","Friend","Close","Nonmatching",747,0.747,1
995543668,31,"friend","Friend","Close","Nonmatching",764,0.764,1
995543668,33,"self","Self","Self","Nonmatching",598,0.598,1
995543668,35,"self","Self","Self","Nonmatching",592,0.592,1
995543668,37,"friend","Friend","Close","Matching",749,0.749,1
995543668,39,"friend","Friend","Close","Nonmatching",642,0.642,1
995543668,41,"friend","Friend","Close","Nonmatching",597,0.597,1
995543668,43,"self","Self","Self","Nonmatching",781,0.781,1
995543668,45,"friend","Friend","Close","Matching",629,0.629,1
995543668,47,"friend","Friend","Close","Matching",946,0.946,1
995543668,49,"self","Self","Self","Matching",501,0.501,1
995543668,51,"friend","Friend","Close","Nonmatching",656,0.656,1
995543668,53,"self","Self","Self","Matching",735,0.735,1
995543668,55,"self","Self","Self","Nonmatching",736,0.736,1
995543668,57,"friend","Friend","Close","Matching",778,0.778,1
995543668,59,"friend","Friend","Close","Nonmatching",596,0.596,1
995543668,61,"friend","Friend","Close","Matching",503,0.503,1
995543668,63,"self","Self","Self","Matching",530,0.53,1
995543668,65,"self","Self","Self","Nonmatching",620,0.62,1
995543668,67,"friend","Friend","Close","Matching",486,0.486,1
995543668,69,"self","Self","Self","Nonmatching",553,0.553,1
995543668,71,"friend","Friend","Close","Matching",517,0.517,1
995543668,73,"self","Self","Self","Matching",453,0.453,1
995543668,75,"self","Self","Self","Nonmatching",710,0.71,1
995543668,77,"self","Self","Self","Matching",591,0.591,1
995543668,79,"self","Self","Self","Nonmatching",550,0.55,1
995543668,81,"friend","Friend","Close","Nonmatching",539,0.539,1
